"Delay","Load","Wind","Temp","Turnaround","ArrDep","WindDir","Precip","Date","SchDepTime","Terminal","Delayed","Airport"
0,"79.7%","2.2","3.1","1H 47M",4,"N","none","08-Sep-21","14:10","T2","no","Aberdeen"
8.4,"82.2%","0.2","11.1","1H 31M",4,"W","rain","09-Sep-21","14:10","T1","yes","Aberdeen"
16.8,"88.2%","6.2","5.7","1H 43M",5,"W","rain","10-Sep-21","20:15","T2","yes","Aberdeen"
0,"78.6%","0.3","12","1H 36M",4,"S","rain","11-Sep-21","14:10","T1","no","Aberdeen"
0,"80.7%","2","8.3","1H 22M",3,"S","none","12-Sep-21","14:10","T1","no","Aberdeen"
29,"92.4%","5.4","10.3","0H 45M",5,"W","rain","13-Sep-21","06:55","T1","yes","Aberdeen"
9.1,"79.5%","2.1","15.8","1H 43M",3,"W","rain","14-Sep-21","14:10","T2","yes","Aberdeen"
0,"82.8%","3.9","13","1H 41M",2,"N","none","15-Sep-21","06:55","T1","no","Aberdeen"
0,"92.4%","4.5","-2","1H 44M",4,"S","none","16-Sep-21","14:10","T1","no","Aberdeen"
5.1,"82.5%","","","1H 43M",5,"N","rain","17-Sep-21","20:15","T2","yes","Aberdeen"
0,"83.3%","2.9","-3.4","2H 13M",3,"E","rain","18-Sep-21","14:10","T2","no","Aberdeen"
0,"76.6%","3.7","9.8","1H 13M",4,"S","none","19-Sep-21","14:10","T1","no","Aberdeen"
12.6,"90.3%","5.8","0.3","0H 57M",9,"S","none","20-Sep-21","14:10","T2","yes","Aberdeen"
11.5,"86.3%","3.5","2.4","1H 19M",12,"S","none","21-Sep-21","20:15","T2","yes","Aberdeen"
33.1,"91%","9.2","-0.9","1H 29M",9,"W","rain","22-Sep-21","20:15","T2","yes","Aberdeen"
16.7,"89.8%","12.5","1.1","1H 30M",5,"W","none","23-Sep-21","14:10","T2","yes","Aberdeen"
25.3,"93%","3.9","9.5","1H 5M",4,"E","rain","24-Sep-21","06:55","T1","yes","Aberdeen"
8.2,"90.8%","2.5","1.4","1H 52M",2,"W","snowice","25-Sep-21","06:55","T1","yes","Aberdeen"
0,"88%","2.2","-3.6","1H 31M",6,"S","none","26-Sep-21","14:10","T1","no","Aberdeen"
0,"85.6%","1.8","-3.4","2H 14M",5,"S","none","27-Sep-21","20:15","T2","no","Aberdeen"
0,"75.1%","4.7","9.3","1H 48M",4,"W","none","28-Sep-21","20:15","T2","no","Aberdeen"
15,"81.7%","2.1","18","1H 31M",3,"E","rain","29-Sep-21","20:15","T2","yes","Aberdeen"
0,"83.1%","2.9","6.6","2H 14M",0,"W","rain","30-Sep-21","06:55","T1","no","Aberdeen"
35.2,"99.4%","5.4","4.6","0H 35M",8,"S","rain","01-Oct-21","06:55","T2","yes","Aberdeen"
35.7,"83.5%","8.7","17","0H 55M",5,"W","none","02-Oct-21","14:10","T2","yes","Aberdeen"
0,"86.2%","4.3","0.4","1H 46M",4,"S","none","03-Oct-21","14:10","T1","no","Aberdeen"
0,"58.6%","1.9","18.6","1H 27M",0,"S","none","04-Oct-21","06:55","T2","no","Aberdeen"
17.4,"87.8%","9","7.4","0H 59M",3,"E","none","05-Oct-21","06:55","T1","yes","Aberdeen"
25.5,"79.6%","0.9","23.8","0H 36M",5,"N","rain","06-Oct-21","06:55","T2","yes","Aberdeen"
0,"76.6%","7","10","1H 39M",1,"N","none","07-Oct-21","14:10","T1","no","Aberdeen"
13.2,"84.7%","12.2","4.8","1H 43M",1,"W","none","08-Oct-21","06:55","T1","yes","Aberdeen"
7.7,"88.2%","6.6","1.2","1H 52M",2,"E","none","09-Oct-21","14:10","T1","yes","Aberdeen"
14.4,"74.8%","1.1","25","0H 52M",1,"E","rain","10-Oct-21","06:55","T1","yes","Aberdeen"
5.6,"82.6%","6.4","5.1","1H 45M",2,"E","none","11-Oct-21","14:10","T2","yes","Aberdeen"
0,"93.2%","7.7","0.1","2H 4M",1,"S","none","12-Oct-21","06:55","T2","no","Aberdeen"
0,"77.9%","4.3","-0.2","2H 36M",1,"W","none","13-Oct-21","20:15","T2","no","Aberdeen"
60.2,"87.3%","10.1","14.2","1H 1M",6,"W","rain","14-Oct-21","14:10","T2","yes","Aberdeen"
23.6,"95.6%","3.9","-3.8","1H 9M",9,"N","snowice","15-Oct-21","20:15","T2","yes","Aberdeen"
0,"82.8%","3.9","0","1H 46M",2,"E","rain","16-Oct-21","14:10","T1","no","Aberdeen"
0,"74.7%","2.6","3.6","1H 28M",2,"N","rain","17-Oct-21","06:55","T2","no","Aberdeen"
0,"79.9%","5.2","4.6","1H 28M",2,"N","none","18-Oct-21","06:55","T2","no","Aberdeen"
22.8,"91.3%","6.3","-2.8","1H 32M",9,"E","rain","19-Oct-21","20:15","T2","yes","Aberdeen"
15,"80.4%","3.9","9.4","1H 30M",1,"W","rain","20-Oct-21","06:55","T1","yes","Aberdeen"
0,"80.8%","5.3","-7.8","2H 8M",3,"N","none","21-Oct-21","20:15","T2","no","Aberdeen"
33.4,"85.4%","7.9","15","1H 3M",3,"E","none","22-Oct-21","14:10","T1","yes","Aberdeen"
13.4,"78.3%","6.9","9","1H 28M",1,"W","rain","23-Oct-21","06:55","T1","yes","Aberdeen"
0,"83.1%","2.8","-1.7","1H 53M",3,"N","rain","24-Oct-21","14:10","T2","no","Aberdeen"
0,"75.4%","4.6","2.8","1H 28M",3,"N","none","25-Oct-21","14:10","T1","no","Aberdeen"
0,"82.4%","2.4","2","1H 30M",2,"E","snowice","26-Oct-21","06:55","T1","no","Aberdeen"
7.6,"76.2%","2.2","11.9","1H 24M",3,"E","rain","27-Oct-21","14:10","T2","yes","Aberdeen"
7.4,"73.7%","14.8","2","1H 25M",4,"W","none","28-Oct-21","14:10","T2","yes","Aberdeen"
0,"76.3%","1.5","7.4","1H 26M",5,"S","rain","29-Oct-21","20:15","T2","no","Aberdeen"
0,"73%","0.9","8.3","1H 56M",3,"S","rain","30-Oct-21","20:15","T2","no","Aberdeen"
8.5,"85%","0.6","11.1","0H 56M",5,"S","rain","31-Oct-21","14:10","T1","yes","Aberdeen"
0,"76.2%","7.4","-7.4","1H 41M",2,"E","none","01-Nov-21","06:55","T1","no","Aberdeen"
38.2,"88%","7.9","1","1H 51M",2,"W","snowice","02-Nov-21","20:15","T1","yes","Aberdeen"
0,"78.4%","1.1","7.9","1H 13M",2,"S","rain","03-Nov-21","06:55","T1","no","Aberdeen"
6.5,"92.7%","8.7","-4.8","1H 41M",3,"S","none","04-Nov-21","06:55","T1","yes","Aberdeen"
27.7,"81.7%","3.7","5.8","1H 2M",5,"W","rain","05-Nov-21","14:10","T2","yes","Aberdeen"
21.5,"87.7%","12.3","-0.7","1H 45M",3,"W","none","06-Nov-21","14:10","T2","yes","Aberdeen"
14.6,"90.2%","2.4","-2.9","0H 57M",8,"S","snowice","07-Nov-21","14:10","T2","yes","Aberdeen"
6.7,"77.9%","5","5.4","1H 12M",1,"W","rain","08-Nov-21","06:55","T1","yes","Aberdeen"
12.2,"87.1%","1.6","6.8","0H 57M",4,"S","rain","09-Nov-21","06:55","T1","yes","Aberdeen"
44.1,"85.6%","6.3","16.6","1H 3M",4,"E","rain","10-Nov-21","14:10","T2","yes","Aberdeen"
0,"76%","","","1H 47M",0,"W","rain","11-Nov-21","06:55","T1","no","Aberdeen"
0,"82.1%","0.8","-3.4","1H 24M",4,"E","snowice","12-Nov-21","06:55","T1","no","Aberdeen"
0,"77.7%","2.8","0.3","1H 45M",2,"E","snowice","13-Nov-21","14:10","T1","no","Aberdeen"
58.2,"90.9%","14.4","7.7","0H 44M",7,"E","none","14-Nov-21","14:10","T2","yes","Aberdeen"
5.7,"78.8%","8.9","-3.2","2H 6M",3,"E","none","15-Nov-21","20:15","T2","yes","Aberdeen"
6.6,"78.9%","5","7.2","1H 34M",0,"E","rain","16-Nov-21","06:55","T1","yes","Aberdeen"
7.9,"80.2%","2.1","2.8","1H 29M",4,"S","rain","17-Nov-21","20:15","T2","yes","Aberdeen"
19.9,"77.2%","7.1","0.3","1H 18M",5,"W","snowice","18-Nov-21","20:15","T1","yes","Aberdeen"
34.9,"91.2%","5.3","6.9","0H 48M",4,"S","rain","19-Nov-21","06:55","T1","yes","Aberdeen"
0,"67.2%","3.2","3.4","1H 29M",2,"W","rain","20-Nov-21","14:10","T1","no","Aberdeen"
16,"83.6%","2.9","10.8","0H 40M",4,"S","rain","21-Nov-21","06:55","T2","yes","Aberdeen"
7,"71.4%","5.9","5.7","2H 4M",1,"W","rain","22-Nov-21","14:10","T2","yes","Aberdeen"
6.2,"84.6%","3.9","-3.1","1H 35M",5,"S","rain","23-Nov-21","20:15","T2","yes","Aberdeen"
30.1,"87.8%","3.1","5.7","1H 3M",5,"N","rain","24-Nov-21","14:10","T2","yes","Aberdeen"
0,"84.1%","9","-7.7","1H 43M",3,"S","none","25-Nov-21","06:55","T2","no","Aberdeen"
34.7,"91.8%","6.9","6.6","0H 32M",5,"S","rain","26-Nov-21","06:55","T1","yes","Aberdeen"
9.4,"89.4%","6","-3.3","1H 33M",2,"S","none","27-Nov-21","06:55","T1","yes","Aberdeen"
0,"74%","0.2","-0.6","1H 43M",2,"S","snowice","28-Nov-21","14:10","T1","no","Aberdeen"
36.1,"93.2%","3.4","0.7","1H 35M",3,"W","snowice","29-Nov-21","14:10","T2","yes","Aberdeen"
13.3,"88.6%","4.4","-3.5","1H 40M",3,"N","rain","30-Nov-21","14:10","T1","yes","Aberdeen"
36.9,"85.2%","11.4","5.9","1H 15M",3,"W","rain","01-Dec-21","14:10","T2","yes","Aberdeen"
11.8,"98.6%","5.5","-9.2","1H 17M",6,"S","snowice","02-Dec-21","06:55","T1","yes","Aberdeen"
7.6,"77.5%","7.7","-6.4","1H 36M",4,"W","snowice","03-Dec-21","20:15","T1","yes","Aberdeen"
35.9,"87.9%","11.7","0.2","0H 52M",6,"S","none","04-Dec-21","20:15","T1","yes","Aberdeen"
16.5,"76.9%","1.3","6.2","1H 7M",5,"E","rain","05-Dec-21","14:10","T2","yes","Aberdeen"
21.9,"75.6%","6.5","14.1","0H 45M",3,"S","none","06-Dec-21","14:10","T2","yes","Aberdeen"
5.7,"73.2%","10.5","-3","1H 27M",4,"E","none","07-Dec-21","20:15","T2","yes","Aberdeen"
0,"84.1%","5.9","-4.6","1H 18M",2,"S","rain","08-Dec-21","06:55","T1","no","Aberdeen"
0,"73.8%","1.4","7.8","1H 51M",1,"S","rain","09-Dec-21","14:10","T1","no","Aberdeen"
0,"76.4%","1.9","-5.8","1H 8M",5,"S","rain","10-Dec-21","14:10","T2","no","Aberdeen"
43.5,"84%","8.7","3.5","1H 6M",5,"E","rain","11-Dec-21","20:15","T2","yes","Aberdeen"
44.4,"75.1%","12.5","15.6","0H 40M",3,"E","none","12-Dec-21","14:10","T1","yes","Aberdeen"
7.3,"80.1%","9.2","-8.5","1H 31M",3,"W","snowice","13-Dec-21","14:10","T1","yes","Aberdeen"
0,"73.7%","3.8","0.6","0H 49M",3,"S","rain","14-Dec-21","06:55","T2","no","Aberdeen"
11,"86.1%","5.3","-4.2","2H 32M",1,"E","rain","15-Dec-21","20:15","T2","yes","Aberdeen"
14.8,"81.5%","14.3","-7","0H 51M",4,"E","rain","16-Dec-21","06:55","T1","yes","Aberdeen"
38.7,"86.2%","4.3","-1.8","0H 28M",7,"N","snowice","17-Dec-21","06:55","T2","yes","Aberdeen"
0,"61%","5.7","-1.6","1H 39M",0,"S","none","18-Dec-21","06:55","T1","no","Aberdeen"
10.6,"74.1%","5.9","-2.3","1H 9M",3,"N","snowice","19-Dec-21","14:10","T1","yes","Aberdeen"
28.9,"83.2%","","","0H 51M",3,"S","rain","20-Dec-21","06:55","T2","yes","Aberdeen"
30.9,"69.8%","7.2","15.7","1H 17M",1,"W","rain","21-Dec-21","14:10","T1","yes","Aberdeen"
0,"78.4%","3.7","-7.2","1H 56M",2,"E","snowice","22-Dec-21","14:10","T2","no","Aberdeen"
22.5,"76.7%","3.9","2.1","1H 21M",4,"N","rain","23-Dec-21","20:15","T2","yes","Aberdeen"
15.6,"83.6%","5.9","-4.6","1H 5M",2,"S","snowice","24-Dec-21","06:55","T1","yes","Aberdeen"
25,"69%","3.2","12.8","0H 38M",3,"S","rain","25-Dec-21","14:10","T1","yes","Aberdeen"
37,"70.3%","12.7","0.3","0H 48M",3,"W","snowice","26-Dec-21","14:10","T2","yes","Aberdeen"
14.4,"78.8%","7.2","-6.5","1H 31M",1,"E","snowice","27-Dec-21","06:55","T1","yes","Aberdeen"
0,"73.6%","4.1","-4.3","1H 10M",2,"S","rain","28-Dec-21","06:55","T2","no","Aberdeen"
16.2,"79.7%","10.5","-7.5","1H 13M",5,"S","rain","29-Dec-21","20:15","T2","yes","Aberdeen"
32.8,"80.6%","11.5","-9.2","1H 16M",4,"W","snowice","30-Dec-21","14:10","T2","yes","Aberdeen"
44.5,"84.8%","14.1","-3.2","0H 28M",2,"S","rain","31-Dec-21","06:55","T1","yes","Aberdeen"
17,"62.7%","7.2","-4.6","1H 6M",1,"W","snowice","01-Jan-22","06:55","T2","yes","Aberdeen"
6.7,"69.6%","9.3","-8.8","1H 16M",1,"S","snowice","02-Jan-22","06:55","T1","yes","Aberdeen"
7.6,"79.4%","4.8","-8","1H 40M",1,"S","snowice","03-Jan-22","14:10","T1","yes","Aberdeen"
0,"65.9%","7.2","-8","1H 35M",1,"S","rain","04-Jan-22","14:10","T1","no","Aberdeen"
20.5,"77.4%","3.9","-3.2","1H 57M",2,"N","snowice","05-Jan-22","20:15","T2","yes","Aberdeen"
13.5,"80.1%","13.6","-8.2","0H 51M",2,"N","rain","06-Jan-22","06:55","T1","yes","Aberdeen"
18.9,"81.6%","10.7","-5.4","1H 11M",2,"N","rain","07-Jan-22","06:55","T1","yes","Aberdeen"
0,"78.1%","6.2","-6.7","1H 9M",2,"S","rain","08-Jan-22","06:55","T2","no","Aberdeen"
0,"62.6%","2.7","-6","1H 36M",1,"E","snowice","09-Jan-22","14:10","T1","no","Aberdeen"
63,"84.4%","2.7","6.9","0H 26M",6,"N","rain","10-Jan-22","14:10","T1","yes","Aberdeen"
51.9,"83.4%","5.3","4.6","1H 14M",3,"W","rain","11-Jan-22","14:10","T2","yes","Aberdeen"
65.3,"81.5%","7.5","11.1","0H 50M",6,"E","rain","12-Jan-22","20:15","T2","yes","Aberdeen"
22.2,"77.4%","4.3","2.4","1H 17M",3,"E","rain","13-Jan-22","14:10","T1","yes","Aberdeen"
23,"83.1%","12.4","-1.2","0H 42M",4,"S","none","14-Jan-22","06:55","T2","yes","Aberdeen"
56.9,"96.3%","11","-5.6","0H 42M",7,"N","snowice","15-Jan-22","14:10","T1","yes","Aberdeen"
0,"70.2%","5.5","-4.3","1H 28M",1,"N","rain","16-Jan-22","06:55","T2","no","Aberdeen"
18.6,"96%","8.4","-7.7","1H 9M",7,"S","none","17-Jan-22","14:10","T2","yes","Aberdeen"
0,"76.1%","7.2","-8.3","1H 23M",3,"E","snowice","18-Jan-22","06:55","T2","no","Aberdeen"
10.3,"76.2%","10.9","-1.4","1H 15M",1,"W","rain","19-Jan-22","06:55","T1","yes","Aberdeen"
10.8,"86.4%","4.7","-7.3","1H 20M",5,"S","snowice","20-Jan-22","14:10","T2","yes","Aberdeen"
8.2,"72.9%","2.6","-3.7","1H 15M",5,"E","snowice","21-Jan-22","20:15","T2","yes","Aberdeen"
24,"97.3%","6.9","-8.9","1H 23M",5,"S","snowice","22-Jan-22","20:15","T1","yes","Aberdeen"
80.7,"86.8%","6.7","12.2","0H 23M",10,"E","rain","23-Jan-22","20:15","T2","yes","Aberdeen"
0,"75.7%","2.9","-8.5","1H 41M",1,"S","none","24-Jan-22","06:55","T1","no","Aberdeen"
29.1,"87.6%","7","3.4","1H 5M",5,"S","none","25-Jan-22","14:10","T2","yes","Aberdeen"
20.1,"84.9%","","","1H 26M",3,"E","snowice","26-Jan-22","14:10","T1","yes","Aberdeen"
0,"70.6%","3.4","3.9","1H 34M",3,"S","rain","27-Jan-22","20:15","T2","no","Aberdeen"
0,"74.5%","3","1.8","1H 52M",3,"N","rain","28-Jan-22","20:15","T2","no","Aberdeen"
13.1,"71.4%","8","11.9","1H 11M",1,"E","none","29-Jan-22","06:55","T2","yes","Aberdeen"
0,"85.7%","8.3","-8.1","1H 15M",6,"S","none","30-Jan-22","14:10","T2","no","Aberdeen"
36.3,"81.9%","10","6.3","0H 41M",4,"E","rain","31-Jan-22","06:55","T2","yes","Aberdeen"
0,"72.9%","1.2","-2.8","1H 54M",3,"N","snowice","01-Feb-22","20:15","T2","no","Aberdeen"
79,"94.4%","6.7","9.8","0H 59M",5,"W","rain","02-Feb-22","14:10","T2","yes","Aberdeen"
46,"87%","7.6","11.6","0H 59M",4,"N","rain","03-Feb-22","14:10","T1","yes","Aberdeen"
39.3,"84.4%","9.5","6.4","1H 11M",3,"W","rain","04-Feb-22","06:55","T2","yes","Aberdeen"
15.4,"86.4%","7.6","4.8","1H 21M",2,"S","none","05-Feb-22","14:10","T1","yes","Aberdeen"
42.7,"89.7%","8.5","1.6","1H 19M",4,"W","snowice","06-Feb-22","14:10","T1","yes","Aberdeen"
42.6,"88.6%","13.6","-2.7","0H 42M",6,"W","snowice","07-Feb-22","14:10","T1","yes","Aberdeen"
0,"80.1%","6.1","-8.8","2H 10M",1,"E","rain","08-Feb-22","06:55","T1","no","Aberdeen"
0,"80%","2.3","-2.8","1H 5M",7,"S","rain","09-Feb-22","20:15","T2","no","Aberdeen"
0,"79.2%","2.3","-8.2","1H 52M",6,"S","rain","10-Feb-22","20:15","T2","no","Aberdeen"
11.4,"71.8%","4.6","6.3","1H 10M",2,"W","rain","11-Feb-22","06:55","T2","yes","Aberdeen"
39,"93.4%","11","0.2","1H 22M",4,"E","rain","12-Feb-22","14:10","T1","yes","Aberdeen"
21.6,"80.1%","5.1","7","1H 31M",3,"W","rain","13-Feb-22","14:10","T2","yes","Aberdeen"
48.8,"92%","11.9","12.7","0H 28M",5,"S","none","14-Feb-22","14:10","T1","yes","Aberdeen"
6.1,"80.7%","1.9","6.1","1H 10M",2,"S","rain","15-Feb-22","06:55","T1","yes","Aberdeen"
38.9,"86.4%","3.8","11.3","0H 50M",6,"S","rain","16-Feb-22","20:15","T1","yes","Aberdeen"
22.8,"85.8%","6.2","3.7","0H 46M",4,"E","rain","17-Feb-22","06:55","T2","yes","Aberdeen"
5.6,"69.9%","3.3","16","0H 59M",1,"N","rain","18-Feb-22","06:55","T1","yes","Aberdeen"
0,"84.6%","6.2","6","1H 28M",2,"S","none","19-Feb-22","14:10","T1","no","Aberdeen"
0,"70.7%","0.4","9.5","1H 34M",1,"S","none","20-Feb-22","06:55","T2","no","Aberdeen"
8.2,"81.5%","4.4","6.5","1H 32M",3,"S","none","21-Feb-22","14:10","T2","yes","Aberdeen"
0,"92.6%","0.7","-8.9","2H 5M",5,"S","none","22-Feb-22","20:15","T2","no","Aberdeen"
26.9,"86.5%","5.5","7.8","1H 30M",4,"N","rain","23-Feb-22","20:15","T1","yes","Aberdeen"
10.6,"83.1%","2.7","6.3","1H 23M",5,"S","rain","24-Feb-22","20:15","T2","yes","Aberdeen"
0,"74.2%","3.9","-0.4","2H 14M",2,"E","rain","25-Feb-22","20:15","T1","no","Aberdeen"
10.8,"83.5%","3.8","0.1","0H 47M",6,"N","snowice","26-Feb-22","06:55","T2","yes","Aberdeen"
0,"74.3%","0.7","-2.2","1H 53M",3,"S","rain","27-Feb-22","20:15","T2","no","Aberdeen"
46.5,"95.2%","3.5","5.1","1H 14M",9,"S","rain","28-Feb-22","20:15","T2","yes","Aberdeen"
8.3,"90.8%","7.1","-5.2","1H 46M",5,"S","none","01-Mar-22","20:15","T2","yes","Aberdeen"
12.2,"90.4%","4.1","2.6","1H 16M",3,"S","rain","02-Mar-22","06:55","T1","yes","Aberdeen"
0,"81.1%","2.5","-4.9","1H 29M",0,"N","rain","03-Mar-22","06:55","T1","no","Aberdeen"
0,"69%","2.2","-1.6","2H 3M",1,"N","rain","04-Mar-22","14:10","T2","no","Aberdeen"
0,"74.7%","3.7","-0.9","1H 25M",3,"W","snowice","05-Mar-22","14:10","T2","no","Aberdeen"
43,"93.3%","1.4","13.8","1H 20M",5,"N","rain","06-Mar-22","20:15","T2","yes","Aberdeen"
0,"83.6%","1.8","2.7","1H 40M",3,"S","rain","07-Mar-22","14:10","T1","no","Aberdeen"
0,"79.9%","3.1","-3.7","1H 48M",3,"E","rain","08-Mar-22","14:10","T2","no","Aberdeen"
7.8,"81%","10.3","-1.8","1H 35M",2,"W","rain","09-Mar-22","06:55","T2","yes","Aberdeen"
0,"71.3%","0.2","-5.2","2H 38M",0,"S","none","10-Mar-22","14:10","T1","no","Aberdeen"
0,"68.9%","3.5","15.4","1H 7M",2,"S","none","11-Mar-22","14:10","T2","no","Aberdeen"
0,"80.4%","4.1","1.4","1H 51M",1,"S","none","12-Mar-22","06:55","T2","no","Aberdeen"
7.8,"90.4%","10.7","-6.7","1H 48M",5,"E","none","13-Mar-22","20:15","T2","yes","Aberdeen"
51.2,"92.3%","8.2","-2.9","1H 14M",9,"W","snowice","14-Mar-22","20:15","T2","yes","Aberdeen"
0,"73.5%","1.6","-0.4","2H 0M",1,"S","none","15-Mar-22","14:10","T1","no","Aberdeen"
38.8,"89.3%","4.8","14","1H 4M",7,"S","none","16-Mar-22","20:15","T2","yes","Aberdeen"
5.7,"78.9%","4.3","0.1","2H 0M",3,"W","snowice","17-Mar-22","20:15","T1","yes","Aberdeen"
17.6,"90%","9.8","-1.8","1H 4M",6,"E","none","18-Mar-22","14:10","T2","yes","Aberdeen"
0,"93.7%","0.7","-5.7","2H 16M",4,"S","rain","19-Mar-22","20:15","T1","no","Aberdeen"
0,"72%","2.7","4.4","1H 44M",2,"E","rain","20-Mar-22","14:10","T2","no","Aberdeen"
31.6,"97.8%","8.8","-3.2","1H 9M",7,"E","rain","21-Mar-22","14:10","T2","yes","Aberdeen"
12.3,"88.2%","4.3","1.1","1H 39M",5,"N","rain","22-Mar-22","20:15","T2","yes","Aberdeen"
0,"79.9%","6.6","4.2","1H 28M",3,"N","none","23-Mar-22","06:55","T2","no","Aberdeen"
22.1,"84.2%","3.8","14","1H 15M",3,"W","rain","24-Mar-22","06:55","T2","yes","Aberdeen"
0,"77.2%","0.6","12.4","1H 32M",4,"S","none","25-Mar-22","20:15","T2","no","Aberdeen"
0,"74.7%","2.2","16.7","1H 25M",2,"S","none","26-Mar-22","14:10","T1","no","Aberdeen"
0,"70%","1.6","18.1","0H 59M",1,"S","rain","27-Mar-22","06:55","T2","no","Aberdeen"
21.2,"86.2%","4.7","9","1H 0M",6,"N","rain","28-Mar-22","14:10","T1","yes","Aberdeen"
10.7,"86.1%","11.8","-2","1H 32M",5,"E","none","29-Mar-22","20:15","T1","yes","Aberdeen"
0,"85.3%","2.4","-1","1H 44M",2,"S","none","30-Mar-22","06:55","T1","no","Aberdeen"
17.5,"91.2%","4.7","-3.5","1H 9M",9,"E","snowice","31-Mar-22","14:10","T2","yes","Aberdeen"
8.1,"85.9%","4.4","1.8","1H 21M",3,"W","snowice","01-Apr-22","06:55","T1","yes","Aberdeen"
24.1,"81.4%","3.9","17.3","1H 15M",4,"W","rain","02-Apr-22","14:10","T2","yes","Aberdeen"
28.5,"93%","3.2","9","1H 13M",4,"E","rain","03-Apr-22","06:55","T1","yes","Aberdeen"
0,"72.8%","1.5","18.8","1H 4M",2,"S","rain","04-Apr-22","06:55","T1","no","Aberdeen"
0,"94.8%","2.8","-6.5","2H 29M",3,"S","none","05-Apr-22","14:10","T2","no","Aberdeen"
15.4,"88.1%","0.3","21.5","1H 0M",6,"S","none","06-Apr-22","20:15","T2","yes","Aberdeen"
18.6,"92.2%","3.9","6.4","1H 14M",5,"N","rain","07-Apr-22","14:10","T1","yes","Aberdeen"
0,"77.3%","4.5","5.8","1H 38M",3,"W","rain","08-Apr-22","14:10","T2","no","Aberdeen"
8.9,"93.3%","6.1","2.1","1H 50M",3,"N","none","09-Apr-22","14:10","T1","yes","Aberdeen"
16.9,"93%","16.9","1","1H 31M",5,"E","none","10-Apr-22","14:10","T2","yes","Aberdeen"
36.8,"102.1%","6.1","5.3","1H 4M",7,"S","none","11-Apr-22","14:10","T1","yes","Aberdeen"
0,"83%","3.7","5.5","2H 4M",2,"S","none","12-Apr-22","14:10","T2","no","Aberdeen"
0,"85.9%","2.4","-1.1","1H 59M",2,"S","none","13-Apr-22","06:55","T2","no","Aberdeen"
0,"83.1%","0.1","3.6","1H 55M",4,"E","rain","14-Apr-22","20:15","T1","no","Aberdeen"
0,"84.7%","1.3","-0.6","1H 46M",3,"S","none","15-Apr-22","14:10","T1","no","Aberdeen"
0,"87%","3.1","0.6","1H 38M",3,"W","rain","16-Apr-22","06:55","T1","no","Aberdeen"
0,"93%","2.3","-5.4","2H 18M",4,"W","snowice","17-Apr-22","20:15","T1","no","Aberdeen"
16.5,"80.4%","7.9","5.4","1H 45M",1,"W","rain","18-Apr-22","06:55","T1","yes","Aberdeen"
0,"84.2%","2.7","12.3","1H 24M",3,"S","none","19-Apr-22","14:10","T2","no","Aberdeen"
21.8,"92.7%","9.8","4.4","1H 3M",4,"W","none","20-Apr-22","06:55","T1","yes","Aberdeen"
0,"78.6%","1.2","0","2H 25M",3,"N","none","21-Apr-22","20:15","T2","no","Aberdeen"
30.6,"94.5%","6.5","6.9","1H 37M",5,"W","rain","22-Apr-22","14:10","T2","yes","Aberdeen"
5.4,"81.4%","0.4","15","1H 1M",7,"S","rain","23-Apr-22","20:15","T2","yes","Aberdeen"
0,"83.5%","1.1","3","2H 34M",1,"E","rain","24-Apr-22","20:15","T1","no","Aberdeen"
39.6,"90.1%","6.3","17.7","0H 30M",7,"E","rain","25-Apr-22","06:55","T2","yes","Aberdeen"
16.6,"82.5%","2.2","18.6","1H 57M",4,"E","none","26-Apr-22","20:15","T2","yes","Aberdeen"
11.2,"106.5%","3.2","-3.2","1H 37M",7,"S","none","27-Apr-22","20:15","T1","yes","Aberdeen"
0,"86.7%","2.5","4.4","1H 46M",3,"N","none","28-Apr-22","06:55","T1","no","Aberdeen"
0,"82%","9","3","1H 56M",5,"E","none","29-Apr-22","20:15","T2","no","Aberdeen"
9.8,"93.4%","6.1","3.7","1H 28M",4,"N","none","30-Apr-22","06:55","T1","yes","Aberdeen"
0,"78.2%","1.1","10.7","2H 6M",1,"S","none","01-May-22","14:10","T1","no","Aberdeen"
7.5,"69.1%","5.2","13.5","1H 37M",2,"W","rain","02-May-22","06:55","T2","yes","Aberdeen"
0,"86.4%","3.8","-2.5","2H 5M",6,"N","none","03-May-22","20:15","T2","no","Aberdeen"
34.7,"91.3%","12.5","11.2","1H 13M",7,"E","none","04-May-22","20:15","T2","yes","Aberdeen"
0,"81.5%","0.8","12.3","1H 52M",2,"E","rain","05-May-22","14:10","T2","no","Aberdeen"
0,"88.8%","4.4","-0.2","1H 39M",1,"N","none","06-May-22","06:55","T1","no","Aberdeen"
0,"83%","1.7","10.2","1H 43M",5,"N","none","07-May-22","20:15","T2","no","Aberdeen"
0,"85%","6.7","-1.4","1H 21M",6,"S","none","08-May-22","14:10","T2","no","Aberdeen"
29.9,"80.4%","","","1H 11M",3,"W","rain","09-May-22","14:10","T1","yes","Aberdeen"
0,"90.8%","1.1","6.1","1H 33M",4,"S","none","10-May-22","14:10","T2","no","Aberdeen"
0,"90.2%","","","2H 0M",4,"S","none","11-May-22","14:10","T2","no","Aberdeen"
49.4,"95.1%","6.2","11.5","1H 33M",7,"W","rain","12-May-22","20:15","T2","yes","Aberdeen"
16.2,"90.7%","7.1","1.6","2H 3M",5,"W","rain","13-May-22","20:15","T2","yes","Aberdeen"
